"","genres","movie_title","director_name","content_rating","imdb_score","title_year","number"
"7707","Horror","The Texas Chainsaw Massacre 2 ","Tobe Hooper","X",5.5,1986,1
"7708","Horror","The Texas Chainsaw Massacre: The Beginning ","Jonathan Liebesman","R",5.9,2006,1
"7709","Horror","The Thing ","John Carpenter","R",8.2,1982,1
"7710","Horror","The Toxic Avenger Part II ","Michael Herz","R",5.1,1989,1
"7711","Horror","The Vatican Tapes ","Mark Neveldine","PG-13",4.5,2015,1
"7712","Horror","The Watcher ","Joe Charbanic","R",5.3,2000,1
"7713","Horror","The Witch ","Robert Eggers","R",6.8,2015,1
"7714","Horror","The Wolfman ","Joe Johnston","R",5.8,2010,1
"7715","Horror","The Woman in Black ","James Watkins","PG-13",6.4,2012,1
"7716","Horror","The Wraith ","Mike Marvin","R",5.9,1986,1
"7717","Horror","They ","Robert Harmon","PG-13",4.8,2002,1
"7718","Horror","They Live ","John Carpenter","R",7.3,1988,1
"7719","Horror","Thinner ","Tom Holland","R",5.7,1996,1
"7720","Horror","Thir13en Ghosts ","Steve Beck","R",5.5,2001,1
"7721","Horror","Thr3e ","Robby Henson","PG-13",5.1,2006,1
"7722","Horror","Timecrimes ","Nacho Vigalondo","R",7.2,2007,1
"7723","Horror","Tremors ","Ron Underwood","PG-13",7.1,1990,1
"7724","Horror","Trollhunter ","André Øvredal","PG-13",7,2010,1
"7725","Horror","Tusk ","Kevin Smith","R",5.4,2014,1
"7726","Horror","Twilight Zone: The Movie ","Joe Dante","PG",6.5,1983,1
"7727","Horror","Two Evil Eyes ","Dario Argento","R",6.1,1990,1
"7728","Horror","Ultraviolet ","Kurt Wimmer","PG-13",4.4,2006,1
"7729","Horror","Underworld: Awakening ","Måns Mårlind","R",6.4,2012,1
"7730","Horror","Unfriended ","Levan Gabriadze","R",5.7,2014,1
"7731","Horror","Urban Legend ","Jamie Blanks","R",5.5,1998,1
"7732","Horror","Urban Legends: Final Cut ","John Ottman","R",4.1,2000,1
"7733","Horror","Valentine ","Jamie Blanks","R",4.7,2001,1
"7734","Horror","Vampire in Brooklyn ","Wes Craven","R",4.5,1995,1
"7735","Horror","Vampires ","John Carpenter","R",6.1,1998,1
"7736","Horror","Vamps ","Amy Heckerling","PG-13",5.1,2012,1
"7737","Horror","Warlock ","Steve Miner","R",6.2,1989,1
"7738","Horror","Warlock: The Armageddon ","Anthony Hickox","R",5.3,1993,1
"7739","Horror","Warm Bodies ","Jonathan Levine","PG-13",6.9,2013,1
"7740","Horror","What Lies Beneath ","Robert Zemeckis","PG-13",6.6,2000,1
"7741","Horror","When a Stranger Calls ","Simon West","PG-13",5,2006,1
"7742","Horror","White Noise ","Geoffrey Sax","PG-13",5.5,2005,1
"7743","Horror","Willard ","Glen Morgan","PG-13",6.2,2003,1
"7744","Horror","Witchboard ","Kevin Tenney","R",5.7,1986,1
"7745","Horror","Wolf ","Mike Nichols","R",6.2,1994,1
"7746","Horror","World War Z ","Marc Forster","PG-13",7,2013,1
"7747","Horror","Wrong Turn ","Rob Schmidt","R",6.1,2003,1
"7748","Horror","Zombieland ","Ruben Fleischer","R",7.7,2009,1
"7749","Music","20 Feet from Stardom ","Morgan Neville","PG-13",7.4,2013,1
"7750","Music","54 ","Mark Christopher","R",5.8,1998,1
"7751","Music","8 Mile ","Curtis Hanson","R",7,2002,1
"7752","Music","A Night at the Roxbury ","John Fortenberry","PG-13",6.2,1998,1
"7753","Music","A Prairie Home Companion ","Robert Altman","PG-13",6.8,2006,1
"7754","Music","Abandon ","Stephen Gaghan","PG-13",4.9,2002,1
"7755","Music","Almost Famous ","Cameron Crowe","R",7.9,2000,1
"7756","Music","Alvin and the Chipmunks ","Tim Hill","PG",5.2,2007,1
"7757","Music","Alvin and the Chipmunks: Chipwrecked ","Mike Mitchell","G",4.4,2011,1
"7758","Music","Alvin and the Chipmunks: The Road Chip ","Walt Becker","PG",5,2015,1
"7759","Music","Alvin and the Chipmunks: The Squeakquel ","Betty Thomas","PG",4.5,2009,1
"7760","Music","Amadeus ","Milos Forman","R",8.3,1984,1
"7761","Music","American Dreamz ","Paul Weitz","PG-13",5.5,2006,1
"7762","Music","American Graffiti ","George Lucas","PG",7.5,1973,1
"7763","Music","As It Is in Heaven ","Kay Pollak","",7.6,2004,1
"7764","Music","August Rush ","Kirsten Sheridan","PG",7.5,2007,1
"7765","Music","Bamboozled ","Spike Lee","R",6.5,2000,1
"7766","Music","Bandslam ","Todd Graff","PG",6.4,2009,1
"7767","Music","Battle of the Year ","Benson Lee","PG-13",5,2013,1
"7768","Music","Be Cool ","F. Gary Gray","PG-13",5.7,2005,1
"7769","Music","Begin Again ","John Carney","R",7.4,2013,1
"7770","Music","Beyond the Sea ","Kevin Spacey","PG-13",6.7,2004,1
"7771","Music","Beyond the Valley of the Dolls ","Russ Meyer","X",6.2,1970,1
"7772","Music","Bill & Ted's Bogus Journey ","Peter Hewitt","PG",6.2,1991,1
"7773","Music","Bill & Ted's Excellent Adventure ","Stephen Herek","PG",6.9,1989,1
"7774","Music","Billy Elliot ","Stephen Daldry","R",7.7,2000,1
"7775","Music","Black Nativity ","Kasi Lemmons","PG",4.4,2013,1
"7776","Music","Black Snake Moan ","Craig Brewer","R",7,2006,1
"7777","Music","Brown Sugar ","Rick Famuyiwa","PG-13",6.5,2002,1
"7778","Music","Burlesque ","Steve Antin","PG-13",6.4,2010,1
"7779","Music","Cadillac Records ","Darnell Martin","R",7,2008,1
"7780","Music","Captain Corelli's Mandolin ","John Madden","R",5.9,2001,1
"7781","Music","Center Stage ","Nicholas Hytner","PG-13",6.7,2000,1
"7782","Music","Clean ","Olivier Assayas","R",6.9,2004,1
"7783","Music","Confessions of a Teenage Drama Queen ","Sara Sugarman","PG",4.6,2004,1
"7784","Music","Connie and Carla ","Michael Lembeck","PG-13",6.3,2004,1
"7785","Music","Control ","Anton Corbijn","R",7.7,2007,1
"7786","Music","Copying Beethoven ","Agnieszka Holland","PG-13",6.8,2006,1
"7787","Music","Country Strong ","Shana Feste","PG-13",6.3,2010,1
"7788","Music","Coyote Ugly ","David McNally","PG-13",5.6,2000,1
"7789","Music","Crazy Heart ","Scott Cooper","R",7.3,2009,1
"7790","Music","Dance Flick ","Damien Dante Wayans","PG-13",3.5,2009,1
"7791","Music","Dave Chappelle's Block Party ","Michel Gondry","R",7.2,2005,1
"7792","Music","De-Lovely ","Irwin Winkler","PG-13",6.6,2004,1
"7793","Music","Detroit Rock City ","Adam Rifkin","R",6.8,1999,1
"7794","Music","Dick Tracy ","Warren Beatty","PG",6.1,1990,1
"7795","Music","Down and Out with the Dolls ","Kurt Voss","R",6.1,2001,1
"7796","Music","Dreamgirls ","Bill Condon","PG-13",6.5,2006,1
"7797","Music","Drumline ","Charles Stone III","PG-13",5.7,2002,1
"7798","Music","Duets ","Bruce Paltrow","R",6,2000,1
"7799","Music","Fantasia 2000 ","James Algar","G",7.3,1999,1
"7800","Music","Filly Brown ","Youssef Delara","R",5.7,2012,1
"7801","Music","Flashdance ","Adrian Lyne","R",6.1,1983,1
"7802","Music","Freaky Friday ","Mark Waters","PG",6.1,2003,1
"7803","Music","Get on Up ","Tate Taylor","PG-13",6.9,2014,1
"7804","Music","Get Rich or Die Tryin' ","Jim Sheridan","R",5,2005,1
"7805","Music","Glee: The 3D Concert Movie ","Kevin Tancharoen","PG",5.4,2011,1
"7806","Music","Glitter ","Vondie Curtis-Hall","PG-13",2.1,2001,1
"7807","Music","Green Room ","Jeremy Saulnier","R",7.1,2015,1
"7808","Music","Groove ","Greg Harrison","R",6.5,2000,1
"7809","Music","Hairspray ","Adam Shankman","PG",6.7,2007,1
"7810","Music","Hamlet 2 ","Andrew Fleming","R",6.4,2008,1
"7811","Music","Hannah Montana: The Movie ","Peter Chelsom","G",4.2,2009,1
"7812","Music","Happy Feet ","George Miller","PG",6.5,2006,1
"7813","Music","Hedwig and the Angry Inch ","John Cameron Mitchell","R",7.8,2001,1
"7814","Music","High Fidelity ","Stephen Frears","R",7.6,2000,1
"7815","Music","High School Musical 3: Senior Year ","Kenny Ortega","G",4.5,2008,1
"7816","Music","Home on the Range ","Will Finn","PG",5.4,2004,1
"7817","Music","Honey ","Bille Woodruff","PG-13",5.3,2003,1
"7818","Music","House Party 2 ","George Jackson","R",5.1,1991,1
"7819","Music","Human Traffic ","Justin Kerrigan","R",7.1,1999,1
"7820","Music","Hustle & Flow ","Craig Brewer","R",7.4,2005,1
"7821","Music","I'm Not There. ","Todd Haynes","R",7,2007,1
"7822","Music","If I Stay ","R.J. Cutler","PG-13",6.8,2014,1
"7823","Music","Inside Llewyn Davis ","Ethan Coen","R",7.4,2013,1
"7824","Music","Ishtar ","Elaine May","PG-13",4.2,1987,1
"7825","Music","Jersey Boys ","Clint Eastwood","R",6.9,2014,1
"7826","Music","Josie and the Pussycats ","Harry Elfont","PG-13",5.3,2001,1
"7827","Music","Joyeux Noel ","Christian Carion","PG-13",7.8,2005,1
"7828","Music","Joyful Noise ","Todd Graff","PG-13",5.7,2012,1
"7829","Music","Justin Bieber: Never Say Never ","Jon M. Chu","G",1.6,2011,1
"7830","Music","Kansas City ","Robert Altman","R",6.3,1996,1
"7831","Music","Katy Perry: Part of Me ","Dan Cutforth","PG",5.9,2012,1
"7832","Music","La Bamba ","Luis Valdez","PG-13",6.8,1987,1
"7833","Music","Magic Mike XXL ","Gregory Jacobs","R",5.7,2015,1
"7834","Music","Marci X ","Richard Benjamin","R",2.8,2003,1
"7835","Music","Mo' Better Blues ","Spike Lee","R",6.5,1990,1
"7836","Music","Mr. Holland's Opus ","Stephen Herek","PG",7.3,1995,1
"7837","Music","Mrs Henderson Presents ","Stephen Frears","R",7.1,2005,1
"7838","Music","Muppets from Space ","Tim Hill","G",6.2,1999,1
"7839","Music","Nick and Norah's Infinite Playlist ","Peter Sollett","PG-13",6.7,2008,1
"7840","Music","O Brother, Where Art Thou? ","Joel Coen","PG-13",7.8,2000,1
"7841","Music","Once ","John Carney","R",7.9,2007,1
"7842","Music","One Direction: This Is Us ","Morgan Spurlock","PG",4.1,2013,1
"7843","Music","Pitch Perfect ","Jason Moore","PG-13",7.2,2012,1
"7844","Music","Pitch Perfect 2 ","Elizabeth Banks","PG-13",6.5,2015,1
"7845","Music","Raise Your Voice ","Sean McNamara","PG",5.9,2004,1
"7846","Music","Ray ","Taylor Hackford","PG-13",7.7,2004,1
"7847","Music","Rock Star ","Stephen Herek","R",6.2,2001,1
"7848","Music","Samsara ","Ron Fricke","PG-13",8.5,2011,1
"7849","Music","Save the Last Dance ","Thomas Carter","PG-13",6.1,2001,1
"7850","Music","Saving Mr. Banks ","John Lee Hancock","PG-13",7.5,2013,1
"7851","Music","School of Rock ","Richard Linklater","PG-13",7.1,2003,1
"7852","Music","Selena ","Gregory Nava","PG",6.7,1997,1
"7853","Music","Shine ","Scott Hicks","PG-13",7.7,1996,1
"7854","Music","Six-String Samurai ","Lance Mungia","PG-13",6.7,1998,1
"7855","Music","Some Like It Hot ","Billy Wilder","Not Rated",8.3,1959,1
"7856","Music","Songcatcher ","Maggie Greenwald","PG-13",7.3,2000,1
"7857","Music","Sparkle ","Salim Akil","PG-13",5.7,2012,1
"7858","Music","Spice World ","Bob Spiers","PG",3.3,1997,1
"7859","Music","Step Up ","Anne Fletcher","PG-13",6.5,2006,1
"7860","Music","Step Up 2: The Streets ","Jon M. Chu","PG-13",6.2,2008,1
"7861","Music","Step Up 3D ","Jon M. Chu","PG-13",6.2,2010,1
"7862","Music","Step Up Revolution ","Scott Speer","PG-13",6.5,2012,1
"7863","Music","Stomp the Yard ","Sylvain White","PG-13",5.2,2007,1
"7864","Music","Straight Outta Compton ","F. Gary Gray","R",7.9,2015,1
"7865","Music","Take the Lead ","Liz Friedlander","PG-13",6.7,2006,1
"7866","Music","Taking Woodstock ","Ang Lee","R",6.7,2009,1
"7867","Music","That Thing You Do! ","Tom Hanks","PG",6.9,1996,1
"7868","Music","The Adventures of Ford Fairlane ","Renny Harlin","R",6.3,1990,1
"7869","Music","The Blues Brothers ","John Landis","R",7.9,1980,1
"7870","Music","The Bodyguard ","Mick Jackson","R",6.1,1992,1
"7871","Music","The Chorus ","Christophe Barratier","PG-13",7.9,2004,1
"7872","Music","The Cotton Club ","Francis Ford Coppola","R",6.5,1984,1
"7873","Music","The Country Bears ","Peter Hastings","G",4,2002,1
"7874","Music","The Doors ","Oliver Stone","R",7.2,1991,1
"7875","Music","The Good Night ","Jake Paltrow","R",5.9,2007,1
"7876","Music","The Guru ","Daisy von Scherler Mayer","R",5.4,2002,1
"7877","Music","The Last Dragon ","Michael Schultz","PG-13",6.9,1985,1
"7878","Music","The Last Song ","Julie Anne Robinson","PG",5.8,2010,1
"7879","Music","The Lizzie McGuire Movie ","Jim Fall","PG",5.3,2003,1
"7880","Music","The Nutcracker ","Emile Ardolino","G",5.7,1993,1
"7881","Music","The Piano ","Jane Campion","R",7.6,1993,1
"7882","Music","The Red Violin ","François Girard","R",7.7,1998,1
"7883","Music","The Rocker ","Peter Cattaneo","PG-13",6.2,2008,1
"7884","Music","The Rose ","Mark Rydell","R",6.9,1979,1
"7885","Music","The Runaways ","Floria Sigismondi","R",6.6,2010,1
"7886","Music","The Soloist ","Joe Wright","PG-13",6.7,2009,1
"7887","Music","The Wiz ","Sidney Lumet","G",5.2,1978,1
"7888","Music","This Is It ","Kenny Ortega","PG",7.3,2009,1
"7889","Music","Topsy-Turvy ","Mike Leigh","R",7.4,1999,1
"7890","Music","Undiscovered ","Meiert Avis","PG-13",4.2,2005,1
"7891","Music","Walk Hard: The Dewey Cox Story ","Jake Kasdan","R",6.7,2007,1
"7892","Music","Walk the Line ","James Mangold","PG-13",7.9,2005,1
"7893","Music","Wayne's World ","Penelope Spheeris","PG-13",7,1992,1
"7894","Music","We Are Your Friends ","Max Joseph","R",6.1,2015,1
"7895","Music","Whiplash ","Damien Chazelle","R",8.5,2014,1
"7896","Music","Woodstock ","Michael Wadleigh","R",8.1,1970,1
"7897","Music","You Got Served ","Chris Stokes","PG-13",3.5,2004,1
"7898","Musical","42nd Street ","Lloyd Bacon","Unrated",7.7,1933,1
"7899","Musical","8 Women ","François Ozon","R",7.1,2002,1
"7900","Musical","A Hard Day's Night ","Richard Lester","Approved",7.7,1964,1
"7901","Musical","Aladdin ","Ron Clements","G",8,1992,1
"7902","Musical","Anastasia ","Don Bluth","G",7.1,1997,1
"7903","Musical","Annie ","Will Gluck","PG",5.2,2014,1
"7904","Musical","Annie Get Your Gun ","George Sidney","Passed",7,1950,1
"7905","Musical","Beyond the Sea ","Kevin Spacey","PG-13",6.7,2004,1
"7906","Musical","Black Nativity ","Kasi Lemmons","PG",4.4,2013,1
"7907","Musical","Bran Nue Dae ","Rachel Perkins","PG-13",6.3,2009,1
"7908","Musical","Bride & Prejudice ","Gurinder Chadha","PG-13",6.2,2004,1
"7909","Musical","Burlesque ","Steve Antin","PG-13",6.4,2010,1
"7910","Musical","Can't Stop the Music ","Nancy Walker","PG",4.5,1980,1
"7911","Musical","Cats Don't Dance ","Mark Dindal","G",6.9,1997,1
"7912","Musical","Chicago ","Rob Marshall","PG-13",7.2,2002,1
"7913","Musical","Corpse Bride ","Tim Burton","PG",7.4,2005,1
"7914","Musical","Dancer in the Dark ","Lars von Trier","R",8,2000,1
"7915","Musical","Darling Lili ","Blake Edwards","G",6.2,1970,1
"7916","Musical","De-Lovely ","Irwin Winkler","PG-13",6.6,2004,1
"7917","Musical","Dracula: Pages from a Virgin's Diary ","Guy Maddin","",7,2002,1
"7918","Musical","Dreamgirls ","Bill Condon","PG-13",6.5,2006,1
"7919","Musical","Enchanted ","Kevin Lima","PG",7.1,2007,1
"7920","Musical","Everyone Says I Love You ","Woody Allen","R",6.8,1996,1
"7921","Musical","Evita ","Alan Parker","PG",6.3,1996,1
"7922","Musical","Fame ","Kevin Tancharoen","PG",5,2009,1
"7923","Musical","Fiddler on the Roof ","Norman Jewison","G",8,1971,1
"7924","Musical","From Justin to Kelly ","Robert Iscove","PG",2.1,2003,1
"7925","Musical","Frozen ","Chris Buck","PG",7.6,2013,1
"7926","Musical","Go for It! ","Carmen Marron","PG-13",3.9,2011,1
"7927","Musical","Gory Gory Hallelujah ","Sue Corcoran","",4.7,2003,1
"7928","Musical","Grease ","Randal Kleiser","PG-13",7.2,1978,1
"7929","Musical","Hairspray ","Adam Shankman","PG",6.7,2007,1
"7930","Musical","Happy Feet 2 ","George Miller","PG",5.9,2011,1
"7931","Musical","Hedwig and the Angry Inch ","John Cameron Mitchell","R",7.8,2001,1
"7932","Musical","High School Musical 3: Senior Year ","Kenny Ortega","G",4.5,2008,1
"7933","Musical","Idlewild ","Bryan Barber","R",6.2,2006,1
"7934","Musical","Into the Woods ","Rob Marshall","PG",6,2014,1
"7935","Musical","Jersey Boys ","Clint Eastwood","R",6.9,2014,1
"7936","Musical","Jonah: A VeggieTales Movie ","Mike Nawrocki","G",6.6,2002,1
"7937","Musical","Les Misérables ","Tom Hooper","PG-13",7.6,2012,1
"7938","Musical","Little Shop of Horrors ","Frank Oz","PG-13",6.9,1986,1
"7939","Musical","Mamma Mia! ","Phyllida Lloyd","PG-13",6.3,2008,1
"7940","Musical","Mary Poppins ","Robert Stevenson","Approved",7.8,1964,1
"7941","Musical","Moulin Rouge! ","Baz Luhrmann","PG-13",7.6,2001,1
"7942","Musical","Mulan ","Tony Bancroft","G",7.5,1998,1
"7943","Musical","Muppets Most Wanted ","James Bobin","PG",6.4,2014,1
"7944","Musical","My Fair Lady ","George Cukor","Approved",7.9,1964,1
"7945","Musical","Neal 'N' Nikki ","Arjun Sablok","",3.3,2005,1
"7946","Musical","Nine ","Rob Marshall","PG-13",5.8,2009,1
"7947","Musical","Oliver! ","Carol Reed","G",7.5,1968,1
"7948","Musical","Pinocchio ","Norman Ferguson","Approved",7.5,1940,1
"7949","Musical","Pocahontas ","Mike Gabriel","G",6.6,1995,1
"7950","Musical","Pootie Tang ","Louis C.K.","PG-13",5.2,2001,1
"7951","Musical","Poultrygeist: Night of the Chicken Dead ","Lloyd Kaufman","Unrated",6.2,2006,1
"7952","Musical","Rent ","Chris Columbus","PG-13",7,2005,1
"7953","Musical","Repo! The Genetic Opera ","Darren Lynn Bousman","R",6.7,2008,1
"7954","Musical","Rio ","Carlos Saldanha","G",7,2011,1
"7955","Musical","Rio 2 ","Carlos Saldanha","G",6.4,2014,1
"7956","Musical","Rock of Ages ","Adam Shankman","PG-13",5.9,2012,1
"7957","Musical","Rugrats Go Wild ","John Eng","PG",5.6,2003,1
"7958","Musical","School Daze ","Spike Lee","R",5.8,1988,1
"7959","Musical","Snow White and the Seven Dwarfs ","William Cottrell","Approved",7.7,1937,1
"7960","Musical","South Park: Bigger Longer & Uncut ","Trey Parker","R",7.8,1999,1
"7961","Musical","Step Up 2: The Streets ","Jon M. Chu","PG-13",6.2,2008,1
"7962","Musical","Tangled ","Nathan Greno","PG",7.8,2010,1
"7963","Musical","Tango ","Carlos Saura","PG-13",7.2,1998,1
"7964","Musical","Teacher's Pet ","Timothy Björklund","PG",5.8,2004,1
"7965","Musical","The Adventures of Elmo in Grouchland ","Gary Halvorson","G",5.8,1999,1
"7966","Musical","The Adventures of Pinocchio ","Steve Barron","G",5.3,1996,1
"7967","Musical","The Best Little Whorehouse in Texas ","Colin Higgins","R",5.8,1982,1
"7968","Musical","The Broadway Melody ","Harry Beaumont","Passed",6.3,1929,1
"7969","Musical","The Country Bears ","Peter Hastings","G",4,2002,1
"7970","Musical","The Doors ","Oliver Stone","R",7.2,1991,1
"7971","Musical","The Ghastly Love of Johnny X ","Paul Bunnell","Not Rated",5.7,2012,1
"7972","Musical","The Hunchback of Notre Dame ","Gary Trousdale","G",6.9,1996,1
"7973","Musical","The Jungle Book 2 ","Steve Trenbirth","G",5.4,2003,1
"7974","Musical","The Lion King ","Roger Allers","G",8.5,1994,1
"7975","Musical","The Magic Sword: Quest for Camelot ","Frederik Du Chau","G",6.2,1998,1
"7976","Musical","The Muppet Christmas Carol ","Brian Henson","G",7.7,1992,1
"7977","Musical","The Muppets ","James Bobin","PG",7.1,2011,1
"7978","Musical","The Nutcracker in 3D ","Andrey Konchalovskiy","PG",4.4,2010,1
"7979","Musical","The Phantom of the Opera ","Joel Schumacher","PG-13",7.4,2004,1
"7980","Musical","The Pirate ","Vincente Minnelli","Approved",7.1,1948,1
"7981","Musical","The Prince of Egypt ","Brenda Chapman","PG",7,1998,1
"7982","Musical","The Princess and the Frog ","Ron Clements","G",7.1,2009,1
"7983","Musical","The Producers ","Susan Stroman","PG-13",6.4,2005,1
"7984","Musical","The Rugrats Movie ","Igor Kovalyov","G",5.9,1998,1
"7985","Musical","The Singing Detective ","Keith Gordon","R",5.6,2003,1
"7986","Musical","The Sound of Music ","Robert Wise","G",8,1965,1
"7987","Musical","The Tigger Movie ","Jun Falkenstein","G",6.3,2000,1
"7988","Musical","The Wiz ","Sidney Lumet","G",5.2,1978,1
"7989","Musical","The Wizard of Oz ","Victor Fleming","Passed",8.1,1939,1
"7990","Musical","Top Hat ","Mark Sandrich","Approved",7.8,1935,1
"7991","Musical","Topsy-Turvy ","Mike Leigh","R",7.4,1999,1
"7992","Musical","Veer-Zaara ","Yash Chopra","",7.9,2004,1
"7993","Musical","West Side Story ","Jerome Robbins","Unrated",7.6,1961,1
"7994","Musical","Winnie the Pooh ","Stephen J. Anderson","G",7.3,2011,1
"7995","Musical","Yentl ","Barbra Streisand","PG",6.6,1983,1
"7996","Mystery","10 Cloverfield Lane ","Dan Trachtenberg","PG-13",7.3,2016,1
"7997","Mystery","2001: A Space Odyssey ","Stanley Kubrick","G",8.3,1968,1
"7998","Mystery","88 Minutes ","Jon Avnet","R",5.9,2007,1
"7999","Mystery","8MM ","Joel Schumacher","R",6.5,1999,1
"8000","Mystery","9 ","Shane Acker","PG-13",7.1,2009,1
"8001","Mystery","A Perfect Getaway ","David Twohy","R",6.5,2009,1
"8002","Mystery","A Scanner Darkly ","Richard Linklater","R",7.1,2006,1
"8003","Mystery","A Separation ","Asghar Farhadi","PG-13",8.4,2011,1
"8004","Mystery","A Very Long Engagement ","Jean-Pierre Jeunet","R",7.7,2004,1
"8005","Mystery","A Walk Among the Tombstones ","Scott Frank","R",6.5,2014,1
"8006","Mystery","Abandon ","Stephen Gaghan","PG-13",4.9,2002,1
"8007","Mystery","Abduction ","John Singleton","PG-13",5,2011,1
"8008","Mystery","After.Life ","Agnieszka Wojtowicz-Vosloo","R",5.9,2009,1
"8009","Mystery","Alex Cross ","Rob Cohen","PG-13",5.1,2012,1
"8010","Mystery","Allegiant ","Robert Schwentke","PG-13",5.8,2016,1
"8011","Mystery","An American Haunting ","Courtney Solomon","PG-13",5,2005,1
"8012","Mystery","Anastasia ","Don Bluth","G",7.1,1997,1
"8013","Mystery","Angels & Demons ","Ron Howard","PG-13",6.7,2009,1
"8014","Mystery","Annabelle ","John R. Leonetti","R",5.4,2014,1
"8015","Mystery","Apollo 18 ","Gonzalo López-Gallego","PG-13",5.2,2011,1
"8016","Mystery","April Fool's Day ","Fred Walton","R",6.2,1986,1
"8017","Mystery","As Above, So Below ","John Erick Dowdle","R",6.1,2014,1
"8018","Mystery","Atlas Shrugged II: The Strike ","John Putch","PG-13",5.5,2012,1
"8019","Mystery","Atonement ","Joe Wright","R",7.8,2007,1
"8020","Mystery","Awake ","Joby Harold","R",6.5,2007,1
"8021","Mystery","Basic ","John McTiernan","R",6.5,2003,1
"8022","Mystery","Basic Instinct 2 ","Michael Caton-Jones","R",4.2,2006,1
"8023","Mystery","Before I Go to Sleep ","Rowan Joffe","R",6.3,2014,1
"8024","Mystery","Birth ","Jonathan Glazer","R",6.1,2004,1
"8025","Mystery","Blackhat ","Michael Mann","R",5.4,2015,1
"8026","Mystery","Blindness ","Fernando Meirelles","R",6.6,2008,1
"8027","Mystery","Blood Work ","Clint Eastwood","R",6.4,2002,1
"8028","Mystery","Bon voyage ","Jean-Paul Rappeneau","PG-13",6.9,2003,1
"8029","Mystery","Boogeyman ","Stephen Kay","PG-13",4.1,2005,1
"8030","Mystery","Book of Shadows: Blair Witch 2 ","Joe Berlinger","R",4,2000,1
"8031","Mystery","Breakdown ","Jonathan Mostow","R",6.9,1997,1
"8032","Mystery","Brigham City ","Richard Dutcher","PG-13",7.2,2001,1
"8033","Mystery","Brokedown Palace ","Jonathan Kaplan","PG-13",6.4,1999,1
"8034","Mystery","Buried ","Rodrigo Cortés","R",7,2010,1
"8035","Mystery","Case 39 ","Christian Alvart","R",6.2,2009,1
"8036","Mystery","Changeling ","Clint Eastwood","R",7.8,2008,1
"8037","Mystery","Character ","Mike van Diem","R",7.8,1997,1
"8038","Mystery","Chernobyl Diaries ","Bradley Parker","R",5,2012,1
"8039","Mystery","Chloe ","Atom Egoyan","R",6.3,2009,1
"8040","Mystery","City by the Sea ","Michael Caton-Jones","R",6.2,2002,1
"8041","Mystery","Congo ","Frank Marshall","PG-13",5,1995,1
"8042","Mystery","Conspiracy Theory ","Richard Donner","R",6.7,1997,1
"8043","Mystery","Contact ","Robert Zemeckis","PG",7.4,1997,1
"8044","Mystery","Copycat ","Jon Amiel","R",6.6,1995,1
"8045","Mystery","Courage Under Fire ","Edward Zwick","R",6.6,1996,1
"8046","Mystery","Criminal ","Ariel Vromen","R",6.3,2016,1
"8047","Mystery","Cry_Wolf ","Jeff Wadlow","PG-13",5.9,2005,1
"8048","Mystery","Cube ","Vincenzo Natali","R",7.3,1997,1
"8049","Mystery","Dark City ","Alex Proyas","R",7.7,1998,1
"8050","Mystery","Darkness Falls ","Jonathan Liebesman","PG-13",4.9,2003,1
"8051","Mystery","Deliver Us from Evil ","Scott Derrickson","R",6.2,2014,1
"8052","Mystery","Devil ","John Erick Dowdle","PG-13",6.3,2010,1
"8053","Mystery","Devil's Due ","Matt Bettinelli-Olpin","R",4,2014,1
"8054","Mystery","Disturbing Behavior ","David Nutter","R",5.5,1998,1
"8055","Mystery","Divergent ","Neil Burger","PG-13",6.7,2014,1
"8056","Mystery","Domestic Disturbance ","Harold Becker","PG-13",5.5,2001,1
"8057","Mystery","Don't Say a Word ","Gary Fleder","R",6.3,2001,1
"8058","Mystery","Double Jeopardy ","Bruce Beresford","R",6.4,1999,1
"8059","Mystery","Doubt ","John Patrick Shanley","PG-13",7.5,2008,1
"8060","Mystery","Dragonfly ","Tom Shadyac","PG-13",6.1,2002,1
"8061","Mystery","Dream House ","Jim Sheridan","PG-13",6,2011,1
"8062","Mystery","Dressed to Kill ","Brian De Palma","X",7.1,1980,1
"8063","Mystery","Drowning Mona ","Nick Gomez","PG-13",5.6,2000,1
"8064","Mystery","Dude, Where's My Car? ","Danny Leiner","PG-13",5.5,2000,1
"8065","Mystery","Dylan Dog: Dead of Night ","Kevin Munroe","PG-13",5.1,2010,1
"8066","Mystery","Eagle Eye ","D.J. Caruso","PG-13",6.6,2008,1
"8067","Mystery","Eastern Promises ","David Cronenberg","R",7.7,2007,1
"8068","Mystery","Edge of Darkness ","Martin Campbell","R",6.6,2010,1
"8069","Mystery","End of Days ","Peter Hyams","R",5.7,1999,1
"8070","Mystery","Enemy of the State ","Tony Scott","R",7.3,1998,1
"8071","Mystery","Eraser ","Chuck Russell","R",6.1,1996,1
"8072","Mystery","Escape Plan ","Mikael Håfström","R",6.7,2013,1
"8073","Mystery","Ex Machina ","Alex Garland","R",7.7,2015,1
"8074","Mystery","Exorcist: The Beginning ","Renny Harlin","R",5.1,2004,1
"8075","Mystery","Exotica ","Atom Egoyan","R",7.2,1994,1
"8076","Mystery","Extreme Measures ","Michael Apted","R",6.1,1996,1
"8077","Mystery","Extremely Loud & Incredibly Close ","Stephen Daldry","PG-13",6.9,2011,1
